probe	replicate	treatment	repXtrt	input	output	log_input	log_output	match	locus_tag	probe_index	locus_tag_index
A_07_P052972	2	0	rep2trt0	8.246668999999999	11.437531	2.109809361238795	2.4369001409804802	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	2	1
A_07_P052972	3	0	rep3trt0	226.82644666666667	78.75392666666667	5.424185172933146	4.366328138896515	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	2	1
A_07_P052972	1	1	rep1trt1	0.7669822666666667	2.436148333333333	-0.2652915982646034	0.8904182401667585	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	2	1
A_07_P052972	2	1	rep2trt1	0.7376283333333333	1.8758904	-0.3043151946069372	0.6290834267025511	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	2	1
A_07_P052972	3	1	rep3trt1	16.871943333333334	2.7304413333333337	2.825652084549054	1.0044632566928686	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	2	1
A_07_P052942	1	0	rep1trt0	16.304309999999997	8.008897	2.7914294900385697	2.080553048726946	lcl|NC_002695.1_cds_NP_311018.1_2853	ECs2991	6	2
A_07_P052942	2	0	rep2trt0	20.788893333333338	7.5337776666666665	3.0344188697332193	2.0193965981716278	lcl|NC_002695.1_cds_NP_311018.1_2853	ECs2991	6	2
A_07_P052942	3	0	rep3trt0	127.15657333333336	10.066487666666665	4.84541918800204	2.3092118540976685	lcl|NC_002695.1_cds_NP_311018.1_2853	ECs2991	6	2
A_07_P052942	1	1	rep1trt1	1.650452566666667	2.0011114000000005	0.5010495331321141	0.6937027262158773	lcl|NC_002695.1_cds_NP_311018.1_2853	ECs2991	6	2
A_07_P052942	2	1	rep2trt1	0.6458158666666667	1.8538696666666665	-0.437240851949762	0.6172751662188176	lcl|NC_002695.1_cds_NP_311018.1_2853	ECs2991	6	2
A_07_P052942	3	1	rep3trt1	5.088688666666667	2.138095133333333	1.62702016803172	0.7599153080270115	lcl|NC_002695.1_cds_NP_311018.1_2853	ECs2991	6	2
A_07_P052921	1	0	rep1trt0	7.654005000000001	7.705635000000001	2.0352290402564983	2.041951879393103	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	10	3
A_07_P052921	2	0	rep2trt0	9.020143	8.334741666666666	2.199460187607401	2.1204325219211997	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	10	3
A_07_P052921	3	0	rep3trt0	8.281427666666666	8.642338	2.11401537704441	2.1566731480617385	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	10	3
A_07_P052921	1	1	rep1trt1	0.7555635999999999	2.774357333333333	-0.2802913181520145	1.0204191287853324	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	10	3
A_07_P052921	2	1	rep2trt1	1.7211146666666668	2.041876	0.5429721429393589	0.7138689931190219	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	10	3
A_07_P052921	3	1	rep3trt1	1.3855398333333335	3.4866923333333326	0.32608983505798544	1.2489535313182452	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	10	3
A_07_P052876	1	0	rep1trt0	7.202193666666667	12.971741	1.974385655543651	2.562773222164957	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	13	4
A_07_P052876	2	0	rep2trt0	194.01784333333333	47.19431666666666	5.267950130778817	3.8542734757371715	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	13	4
A_07_P052876	3	0	rep3trt0	152.00649666666666	298.5635666666667	5.0239232611609665	5.69898286381842	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	13	4
A_07_P052876	1	1	rep1trt1	0.9805799	2.0530192333333335	-0.019611147629581265	0.719311506396875	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	13	4
A_07_P052876	2	1	rep2trt1	11.456824	11.651613333333332	2.438585535005942	2.4554446539716737	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	13	4
A_07_P052876	3	1	rep3trt1	172.94983333333334	2.4193709	5.15300157171306	0.8835075476957951	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	13	4
A_07_P052874	1	0	rep1trt0	9.060020666666668	13.455903333333334	2.2038714011413223	2.5994179192967417	lcl|NC_002695.1_cds_NP_311003.1_2838	ECs2976	14	5
A_07_P052874	2	0	rep2trt0	332.76533333333333	80.42208000000001	5.807437536854663	4.387288765347537	lcl|NC_002695.1_cds_NP_311003.1_2838	ECs2976	14	5
A_07_P052874	3	0	rep3trt0	317.67786666666666	19.16115	5.761037871447472	2.9528847916183603	lcl|NC_002695.1_cds_NP_311003.1_2838	ECs2976	14	5
A_07_P052874	1	1	rep1trt1	1.0026576333333335	1.7682988	0.0026541080703891286	0.5700179544606827	lcl|NC_002695.1_cds_NP_311003.1_2838	ECs2976	14	5
A_07_P052874	2	1	rep2trt1	19.16246	18.634486666666664	2.9529531567854472	2.925013985820742	lcl|NC_002695.1_cds_NP_311003.1_2838	ECs2976	14	5
A_07_P052874	3	1	rep3trt1	14.652689999999998	1.9374589333333334	2.684623936354841	0.6613772863218084	lcl|NC_002695.1_cds_NP_311003.1_2838	ECs2976	14	5
A_07_P052866	1	0	rep1trt0	15.531890333333331	10.775152666666665	2.742895351152589	2.3772428044895926	lcl|NC_002695.1_cds_NP_311002.1_2837	ECs2975	15	6
A_07_P052866	2	0	rep2trt0	36.5504	26.745580666666665	3.5986921300483523	3.28636925097081	lcl|NC_002695.1_cds_NP_311002.1_2837	ECs2975	15	6
A_07_P052866	3	0	rep3trt0	36.5504	8.537981666666665	3.5986921300483523	2.1445246410702494	lcl|NC_002695.1_cds_NP_311002.1_2837	ECs2975	15	6
A_07_P052866	1	1	rep1trt1	0.6656989999999999	1.6880084666666664	-0.40691766255476586	0.5235494119589744	lcl|NC_002695.1_cds_NP_311002.1_2837	ECs2975	15	6
A_07_P052866	2	1	rep2trt1	5.088688666666667	6.593901333333332	1.62702016803172	1.8861451814398253	lcl|NC_002695.1_cds_NP_311002.1_2837	ECs2975	15	6
A_07_P052866	3	1	rep3trt1	3.6232276666666667	1.8598731000000004	1.2873652492062782	0.6205082595911723	lcl|NC_002695.1_cds_NP_311002.1_2837	ECs2975	15	6
A_07_P052863	1	0	rep1trt0	13.482561666666667	9.495729666666668	2.601397122049059	2.2508421887752115	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	16	7
A_07_P052863	2	0	rep2trt0	232.71909000000002	81.26122666666666	5.449832103900855	4.397668986023624	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	16	7
A_07_P052863	3	0	rep3trt0	343.77590000000004	8.073058999999999	5.839989991597	2.088532468697829	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	16	7
A_07_P052863	1	1	rep1trt1	0.6282109333333333	2.1262861333333336	-0.46487928780533466	0.7543768585086815	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	16	7
A_07_P052863	2	1	rep2trt1	16.286686666666668	10.822716999999999	2.7903480051590934	2.3816473509530343	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	16	7
A_07_P052863	3	1	rep3trt1	23.037406666666666	8.057704	3.1371192716222076	2.0866286524136433	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	16	7
A_07_P052835	1	0	rep1trt0	15.538299	14.141906666666666	2.7433078794889183	2.649142493433688	lcl|NC_002695.1_cds_NP_310989.1_2824	ECs2962	19	8
A_07_P052835	2	0	rep2trt0	821.6388999999999	85.97268000000001	6.711301004134232	4.454029571365696	lcl|NC_002695.1_cds_NP_310989.1_2824	ECs2962	19	8
A_07_P052835	3	0	rep3trt0	383.99873333333335	69.70336666666667	5.950639253971175	4.24424861884769	lcl|NC_002695.1_cds_NP_310989.1_2824	ECs2962	19	8
A_07_P052835	1	1	rep1trt1	1.5225636666666666	2.0577183333333333	0.42039553691424564	0.7215977637755717	lcl|NC_002695.1_cds_NP_310989.1_2824	ECs2962	19	8
A_07_P052835	2	1	rep2trt1	24.718033333333334	17.154073333333333	3.2075330717115547	2.8422356575581205	lcl|NC_002695.1_cds_NP_310989.1_2824	ECs2962	19	8
A_07_P052835	3	1	rep3trt1	35.208526666666664	2.0039887333333337	3.5612882881184125	0.6951395611176595	lcl|NC_002695.1_cds_NP_310989.1_2824	ECs2962	19	8
A_07_P052812	1	0	rep1trt0	17.569846666666667	11.591475333333333	2.8661841751641504	2.4502699428944577	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	20	9
A_07_P052812	2	0	rep2trt0	102.01826333333332	42.01582666666667	4.625151849543905	3.738046372699335	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	20	9
A_07_P052812	3	0	rep3trt0	214.58826333333334	9.527023466666668	5.3687211378032025	2.254132335896445	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	20	9
A_07_P052812	1	1	rep1trt1	0.6918204666666666	2.6544536666666665	-0.36842879825830704	0.9762388582524748	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	20	9
A_07_P052812	2	1	rep2trt1	10.436995333333334	7.930345	2.345356737710607	2.0706965403750655	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	20	9
A_07_P052812	3	1	rep3trt1	11.726847666666666	2.679881	2.461880885428382	0.985772390551849	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	20	9
A_07_P052808	1	0	rep1trt0	6.1238703333333335	6.852316333333334	1.812194304046346	1.9245867459656019	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	21	10
A_07_P052808	2	0	rep2trt0	238.01922666666667	116.17606666666666	5.4723514547223235	4.755106856479713	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	21	10
A_07_P052808	3	0	rep3trt0	216.51528666666664	39.75294333333333	5.3776611531100285	3.6826838844806553	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	21	10
A_07_P052808	1	1	rep1trt1	0.7338350666666668	2.4469030000000003	-0.30947098043133625	0.8948231432988637	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	21	10
A_07_P052808	2	1	rep2trt1	15.832709999999999	18.88367	2.7620780531764764	2.9382975274201435	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	21	10
A_07_P052808	3	1	rep3trt1	17.00776	2.6136933333333334	2.833669710493446	0.9607642913088849	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	21	10
A_07_P058034	1	0	rep1trt0	9.867215333333334	7.049647333333334	2.2892176792239396	1.9529775919322914	lcl|NC_002695.1_cds_NP_312979.1_4790	ECs4952	23	11
A_07_P058034	2	0	rep2trt0	6.869073	9.322178666666666	1.927029162631963	2.232396363897182	lcl|NC_002695.1_cds_NP_312979.1_4790	ECs4952	23	11
A_07_P058034	3	0	rep3trt0	6.983191333333333	9.187779666666666	1.9435060233644175	2.2178743039849675	lcl|NC_002695.1_cds_NP_312979.1_4790	ECs4952	23	11
A_07_P058034	1	1	rep1trt1	0.6817571333333333	1.6550010666666666	-0.3830817940426297	0.5038016533403995	lcl|NC_002695.1_cds_NP_312979.1_4790	ECs4952	23	11
A_07_P058034	2	1	rep2trt1	0.6285854999999999	1.673830833333333	-0.4642832220180325	0.5151149116044151	lcl|NC_002695.1_cds_NP_312979.1_4790	ECs4952	23	11
A_07_P058034	3	1	rep3trt1	0.6709864	12.629446666666666	-0.399006410472193	2.536031124370734	lcl|NC_002695.1_cds_NP_312979.1_4790	ECs4952	23	11
A_07_P058025	1	0	rep1trt0	9.826823	6.465898	2.285115687617387	1.866541904356671	lcl|NC_002695.1_cds_NP_312977.1_4788	ECs4950	26	12
A_07_P058025	2	0	rep2trt0	68.62925666666668	8.940434333333334	4.2287189258356115	2.190584171152205	lcl|NC_002695.1_cds_NP_312977.1_4788	ECs4950	26	12
A_07_P058025	3	0	rep3trt0	6.5174346666666665	7.176115833333333	1.8744808424817077	1.9707582663950771	lcl|NC_002695.1_cds_NP_312977.1_4788	ECs4950	26	12
A_07_P058025	1	1	rep1trt1	0.6099226333333334	2.315457266666667	-0.4944231604595537	0.8396071914311477	lcl|NC_002695.1_cds_NP_312977.1_4788	ECs4950	26	12
A_07_P058025	2	1	rep2trt1	0.6217430666666667	2.122123766666667	-0.4752283476809978	0.7524173639700346	lcl|NC_002695.1_cds_NP_312977.1_4788	ECs4950	26	12
A_07_P058025	3	1	rep3trt1	0.6323055	1.6373028666666665	-0.4583826155527435	0.4930502945117533	lcl|NC_002695.1_cds_NP_312977.1_4788	ECs4950	26	12
A_07_P058001	1	0	rep1trt0	10.563685333333334	13.382114666666666	2.357422207294295	2.593919089048071	lcl|NC_002695.1_cds_NP_312973.1_4784	ECs4946	28	13
A_07_P058001	2	0	rep2trt0	142.78504	14.383076	4.96134028251281	2.666052237623644	lcl|NC_002695.1_cds_NP_312973.1_4784	ECs4946	28	13
A_07_P058001	3	0	rep3trt0	23.341416666666664	8.022300666666666	3.1502293219601554	2.082225246908105	lcl|NC_002695.1_cds_NP_312973.1_4784	ECs4946	28	13
A_07_P058001	1	1	rep1trt1	0.6129916666666666	6.484860333333334	-0.4894039374830823	1.8694702806565058	lcl|NC_002695.1_cds_NP_312973.1_4784	ECs4946	28	13
A_07_P058001	2	1	rep2trt1	0.6129306333333334	1.7243699666666668	-0.48950350877464555	0.5448617470531733	lcl|NC_002695.1_cds_NP_312973.1_4784	ECs4946	28	13
A_07_P058001	3	1	rep3trt1	0.6333241666666666	1.8375370666666668	-0.45677287628467034	0.6084261242369968	lcl|NC_002695.1_cds_NP_312973.1_4784	ECs4946	28	13
A_07_P053075	1	0	rep1trt0	8.363468666666666	10.96072	2.1238732533250135	2.3943179727928077	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	35	14
A_07_P053075	2	0	rep2trt0	135.85119999999998	64.78925333333332	4.911560169105335	4.171139745983256	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	35	14
A_07_P053075	3	0	rep3trt0	6.933779333333334	8.971400333333333	1.9364050228933518	2.1940417768555	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	35	14
A_07_P053075	1	1	rep1trt1	0.6662689333333334	1.6431600666666668	-0.40606188614475897	0.49662125772223553	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	35	14
A_07_P053075	2	1	rep2trt1	13.258443333333334	5.621168000000001	2.5846345821900854	1.726539471493602	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	35	14
A_07_P053075	3	1	rep3trt1	0.6663323666666666	22.003839999999997	-0.4059666838762617	3.0912169835815755	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	35	14
A_07_P045460	1	0	rep1trt0	13.871691666666669	6.769787333333333	2.629850192763096	1.9124696733337854	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	36	14
A_07_P045460	2	0	rep2trt0	103.05144999999999	65.56797666666667	4.635228378076873	4.183087416191777	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	36	14
A_07_P045460	3	0	rep3trt0	7.067632	9.118872333333334	1.955525487453996	2.210346148780419	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	36	14
A_07_P045460	1	1	rep1trt1	1.1929469	1.6441682666666668	0.17642663248563148	0.49723464338340456	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	36	14
A_07_P045460	2	1	rep2trt1	12.61936666666667	5.583802333333334	2.535232670962057	1.7198699660751633	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	36	14
A_07_P045460	3	1	rep3trt1	0.6487904000000001	10.342528666666666	-0.43264557283787597	2.3362643910843395	lcl|NC_002695.1_cds_NP_311055.1_2888	ECs3028	36	14
A_07_P045401	1	0	rep1trt0	8.442597333333334	9.590874666666668	2.133290002181614	2.2608120908538054	lcl|NC_002695.1_cds_NP_309203.1_1134	ECs1176	48	0
A_07_P045401	2	0	rep2trt0	5.823013	13.017137333333332	1.76181782537868	2.566266745734679	lcl|NC_002695.1_cds_NP_309203.1_1134	ECs1176	48	0
A_07_P045401	3	0	rep3trt0	145.4114	6.459713999999999	4.979566966427605	1.8655850443686361	lcl|NC_002695.1_cds_NP_309203.1_1134	ECs1176	48	0
A_07_P045401	1	1	rep1trt1	0.5728218333333334	1.9758474999999998	-0.5571805472092435	0.6809974202340862	lcl|NC_002695.1_cds_NP_309203.1_1134	ECs1176	48	0
A_07_P045401	2	1	rep2trt1	0.8034282666666667	1.8979756333333333	-0.21886737387371658	0.6407878620301605	lcl|NC_002695.1_cds_NP_309203.1_1134	ECs1176	48	0
A_07_P045401	3	1	rep3trt1	10.768421666666667	4.250755333333333	2.376617931372915	1.4470966926352176	lcl|NC_002695.1_cds_NP_309203.1_1134	ECs1176	48	0
A_07_P045400	1	0	rep1trt0	7.90898	6.614478599999999	2.0679988227693844	1.8892609735987136	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	49	1
A_07_P045400	2	0	rep2trt0	6.560538333333334	6.459713999999999	1.8810726625971435	1.8655850443686361	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	49	1
A_07_P045400	3	0	rep3trt0	107.12716999999999	7.353859	4.674016633422231	1.9952252094562177	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	49	1
A_07_P045400	1	1	rep1trt1	0.6593727	2.0696083	-0.41646635047544805	0.72735936231844	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	49	1
A_07_P045400	2	1	rep2trt1	0.6439939333333333	1.6083526666666665	-0.44006597321200974	0.4752104667759797	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	49	1
A_07_P045400	3	1	rep3trt1	5.384772000000001	1.7495322666666666	1.683574969879127	0.5593484760202998	lcl|NC_002695.1_cds_NP_311025.1_2859	ECs2998	49	1
A_07_P045392	1	0	rep1trt0	9.769723333333333	8.043819000000001	2.279288147673518	2.084903970414086	lcl|NC_002695.1_cds_NP_311022.1_2856	ECs2995	50	15
A_07_P045392	2	0	rep2trt0	11.964410333333333	8.129301333333332	2.481936437516015	2.095474983007567	lcl|NC_002695.1_cds_NP_311022.1_2856	ECs2995	50	15
A_07_P045392	3	0	rep3trt0	49.397310000000004	15.70111666666667	3.899895969269939	2.7537318350903734	lcl|NC_002695.1_cds_NP_311022.1_2856	ECs2995	50	15
A_07_P045392	1	1	rep1trt1	0.7612663666666667	2.375809	-0.2727719604628187	0.8653380110637866	lcl|NC_002695.1_cds_NP_311022.1_2856	ECs2995	50	15
A_07_P045392	2	1	rep2trt1	0.764636	1.9913644000000001	-0.2683553753858924	0.6888200319415104	lcl|NC_002695.1_cds_NP_311022.1_2856	ECs2995	50	15
A_07_P045392	3	1	rep3trt1	6.2263528	2.4377003333333334	1.8287907360098703	0.8910551085468018	lcl|NC_002695.1_cds_NP_311022.1_2856	ECs2995	50	15
A_07_P045369	1	0	rep1trt0	7.394728666666668	13.411707999999999	2.0007674040314227	2.596128056819111	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	56	3
A_07_P045369	2	0	rep2trt0	21.499386666666663	12.228002666666669	3.0680244075949274	2.5037286221072907	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	56	3
A_07_P045369	3	0	rep3trt0	7.262972333333334	34.8697	1.9827891573552219	3.551618257266553	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	56	3
A_07_P045369	1	1	rep1trt1	1.3189989333333332	2.536457	0.2768730650413958	0.930768225387319	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	56	3
A_07_P045369	2	1	rep2trt1	1.2145931	1.8139460666666667	0.19440912358260662	0.5955046195346678	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	56	3
A_07_P045369	3	1	rep3trt1	1.3324309333333335	14.45179	0.2870050433192706	2.6708182823190394	lcl|NC_002695.1_cds_NP_311014.1_2849	ECs2987	56	3
A_07_P045331	1	0	rep1trt0	8.096455999999998	9.202897666666667	2.0914264350696383	2.2195183982324354	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	59	4
A_07_P045331	2	0	rep2trt0	143.88922333333332	53.576429999999995	4.969043721119042	3.9811092325573236	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	59	4
A_07_P045331	3	0	rep3trt0	123.17278333333333	12.068658000000001	4.813588112192051	2.490611844172365	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	59	4
A_07_P045331	1	1	rep1trt1	1.0119282	2.2834029	0.011857619731700917	0.8256668302951946	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	59	4
A_07_P045331	2	1	rep2trt1	14.114456666666667	12.319216666666668	2.647199567635955	2.5111603738328547	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	59	4
A_07_P045331	3	1	rep3trt1	13.778393333333334	4.075593	2.623101664690166	1.4050162575779963	lcl|NC_002695.1_cds_NP_311004.1_2839	ECs2977	59	4
A_07_P045323	1	0	rep1trt0	14.549058666666667	26.486063333333334	2.6775262950755696	3.2766186827022965	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	60	7
A_07_P045323	2	0	rep2trt0	225.0094466666667	77.97651666666667	5.416142386508252	4.356407712983342	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	60	7
A_07_P045323	3	0	rep3trt0	361.6519666666666	17.618883333333333	5.890682331319123	2.868971243547051	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	60	7
A_07_P045323	1	1	rep1trt1	1.9523319333333333	4.512025666666666	0.6690245213486177	1.506746202713857	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	60	7
A_07_P045323	2	1	rep2trt1	17.131336666666666	21.8356	2.8409093400370695	3.0835416653783994	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	60	7
A_07_P045323	3	1	rep3trt1	21.631463333333333	1.8823690666666666	3.074148890627758	0.6325311253734834	lcl|NC_002695.1_cds_NP_311001.1_2836	ECs2974	60	7
A_07_P057247	1	0	rep1trt0	7.129859000000001	7.991569666666666	1.964291458634592	2.078387194384352	lcl|NC_002695.1_cds_NP_309125.1_1057	ECs1097	64	16
A_07_P057247	2	0	rep2trt0	9.185871	8.062417666666667	2.2176665426959175	2.0872134701834444	lcl|NC_002695.1_cds_NP_309125.1_1057	ECs1097	64	16
A_07_P057247	3	0	rep3trt0	9.519032666666668	9.573279	2.253293232996305	2.2589757800083428	lcl|NC_002695.1_cds_NP_309125.1_1057	ECs1097	64	16
A_07_P057247	1	1	rep1trt1	2.209772	2.212090933333333	0.7928893427867226	0.7939381919170009	lcl|NC_002695.1_cds_NP_309125.1_1057	ECs1097	64	16
A_07_P057247	2	1	rep2trt1	0.7520621333333333	1.9443422666666665	-0.2849363343320062	0.6649237536410958	lcl|NC_002695.1_cds_NP_309125.1_1057	ECs1097	64	16
A_07_P057247	3	1	rep3trt1	0.7862672666666666	3.0279783333333334	-0.24045851042430766	1.1078951801114691	lcl|NC_002695.1_cds_NP_309125.1_1057	ECs1097	64	16
A_07_P044792	1	0	rep1trt0	15.690259666666668	17.99961	2.7530401164274125	2.8903500909947724	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	66	9
A_07_P044792	2	0	rep2trt0	122.92831666666666	55.81005666666667	4.811601394155629	4.021954080149525	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	66	9
A_07_P044792	3	0	rep3trt0	166.34779333333333	12.450151666666665	5.114080737172615	2.5217328048980954	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	66	9
A_07_P044792	1	1	rep1trt1	2.7633046666666665	2.3670755333333333	1.0164273064807727	0.8616552410211528	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	66	9
A_07_P044792	2	1	rep2trt1	8.995027333333333	7.202025333333332	2.1966719061230973	1.9743622827619205	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	66	9
A_07_P044792	3	1	rep3trt1	12.968473333333334	2.2193155333333334	2.5625212838700797	0.7971988300260052	lcl|NC_002695.1_cds_NP_310983.1_2818	ECs2956	66	9
A_07_P044788	1	0	rep1trt0	7.0011123333333325	7.899711333333333	1.9460690411931936	2.0668262187209825	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	67	10
A_07_P044788	2	0	rep2trt0	189.02309666666667	60.46509	5.241869212178808	4.102066173700532	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	67	10
A_07_P044788	3	0	rep3trt0	233.48349666666664	14.946596666666665	5.453111396524058	2.7044836262064167	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	67	10
A_07_P044788	1	1	rep1trt1	0.7522431333333334	2.02097932	-0.28469569168468684	0.7035822058109914	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	67	10
A_07_P044788	2	1	rep2trt1	15.564256666666665	9.018315	2.744977046034048	2.19925750952857	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	67	10
A_07_P044788	3	1	rep3trt1	18.896186666666665	44.5763	2.938960138040139	3.797202327653715	lcl|NC_002695.1_cds_NP_310982.1_2817	ECs2955	67	10
A_07_P037512	1	0	rep1trt0	6.6881726666666665	7.423050666666666	1.9003406928335076	2.0045901137441597	lcl|NC_002695.1_cds_NP_313031.2_4842	ECs5004	76	17
A_07_P037512	2	0	rep2trt0	26.706739999999996	7.265913333333334	3.2849159680069158	1.9831940060280857	lcl|NC_002695.1_cds_NP_313031.2_4842	ECs5004	76	17
