

Escherichia coli K-12 DH10B
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
35	yacF	ECDH10B_0083	170079740	-1	85960	86703	2
35	yacG	ECDH10B_0082	170079739	-1	85753	85950	3
36	guaC	ECDH10B_0085	170079742	1	87548	88591	1
37	ppdD	ECDH10B_0088	170079745	-1	91213	91653	1
37	hofB	ECDH10B_0087	170079744	-1	89818	91203	2
37	hofC	ECDH10B_0086	170079743	-1	88626	89828	3
38	nadC	ECDH10B_0089	170079746	-1	91856	92749	1
39	ampD	ECDH10B_0090	170079747	1	92837	93388	1
39	ampE	ECDH10B_0091	170079748	1	93385	94239	2
40	aroP	ECDH10B_0092	170079749	-1	94282	95655	1
41	pdhR	ECDH10B_0093	170079750	1	96196	96960	1
41	aceE	ECDH10B_0094	170079751	1	97121	99784	2
41	aceF	ECDH10B_0095	170079752	1	99799	101691	3
41	lpd	ECDH10B_0096	170079753	1	102016	103440	4
42	yacH	ECDH10B_0097	170079754	-1	103511	105364	1
43	acnB	ECDH10B_0098	170079755	1	105719	108316	1
44	yacL	ECDH10B_0099	170079756	1	108492	108854	1
45	speE	ECDH10B_0101	170079758	-1	109702	110568	1
45	speD	ECDH10B_0100	170079757	-1	108892	109686	2
46	yacC	ECDH10B_0102	170079759	-1	110674	111021	1
47	cueO	ECDH10B_0103	170079760	1	111187	112737	1
48	gcd	ECDH10B_0104	170079761	-1	112939	115329	1
49	hpt	ECDH10B_0105	170079762	1	115535	116071	1
50	can	ECDH10B_0106	170079763	-1	116112	116774	1
51	yadG	ECDH10B_0107	170079764	1	116883	117809	1
51	yadH	ECDH10B_0108	170079765	1	117806	118576	2
52	yadI	ECDH10B_0109	170079766	1	118681	119121	1
52	yadE	ECDH10B_0110	170079767	1	119185	120414	2
53	panD	ECDH10B_0111	170079768	-1	120418	120798	1
54	yadD	ECDH10B_0112	170079769	1	121072	121974	1
55	panB	ECDH10B_0114	170079771	-1	122911	123705	1
55	panC	ECDH10B_0113	170079770	-1	122048	122899	2
56	yadN	ECDH10B_0121	170079778	-1	130403	130987	1
56	ecpD	ECDH10B_0120	170079777	-1	129565	130305	2
56	htrE	ECDH10B_0119	170079776	-1	126933	129530	3
56	yadM	ECDH10B_0118	170079775	-1	126347	126916	4
56	yadL	ECDH10B_0117	170079774	-1	125730	126335	5
56	yadK	ECDH10B_0116	170079773	-1	125107	125703	6
56	yadC	ECDH10B_0115	170079772	-1	123819	125057	7
57	dksA	ECDH10B_0125	170079782	-1	134253	134708	1
57	yadB	ECDH10B_0124	170079781	-1	133290	134216	2
57	pcnB	ECDH10B_0123	170079780	-1	131833	133230	3
57	folK	ECDH10B_0122	170079779	-1	131357	131836	4
58	ligT	ECDH10B_0127	170079784	-1	135605	136135	1
58	sfsA	ECDH10B_0126	170079783	-1	134886	135590	2
59	hrpB	ECDH10B_0128	170079785	1	136209	138638	1
60	mrcB	ECDH10B_0129	170079786	1	138834	141368	1
61	fhuA	ECDH10B_0130	170079787	1	141588	143831	1
61	fhuC	ECDH10B_0131	170079788	1	143882	144679	2
61	fhuD	ECDH10B_0132	170079789	1	144679	145569	3
61	fhuB	ECDH10B_0133	170079790	1	145566	147548	4
62	hemL	ECDH10B_0134	170079791	-1	147706	148986	1
63	clcA	ECDH10B_0135	170079792	1	149211	150632	1
63	yadR	ECDH10B_0136	170079793	1	150714	151058	2
64	pfs	ECDH10B_0139	170079796	-1	152559	153257	1
64	btuF	ECDH10B_0138	170079795	-1	151766	152566	2
64	yadS	ECDH10B_0137	170079794	-1	151105	151728	3
65	dgt	ECDH10B_0140	170079797	1	153341	154858	1
66	degP	ECDH10B_0141	170079798	1	154988	156412	1
67	cdaR	ECDH10B_0142	170079799	1	156567	157724	1
68	yaeH	ECDH10B_0143	170079800	-1	157813	158199	1
69	map	ECDH10B_0147	170079804	-1	162816	163610	1
69	glnD	ECDH10B_0146	170079803	-1	160082	162754	2
69	dapD	ECDH10B_0145	170079802	-1	159227	160051	3
69	yaeI	ECDH10B_0144	170079801	-1	158361	159173	4
70	rpsB	ECDH10B_0149	170079805	1	163978	164703	1
70	tsf	ECDH10B_0150	170079806	1	164961	165812	2
70	pyrH	ECDH10B_0151	170079807	1	165959	166684	3
70	frr	ECDH10B_0152	170079808	1	166976	167533	4
70	dxr	ECDH10B_0153	170079809	1	167625	168821	5
71	ispU	ECDH10B_0154	170079810	1	169007	169768	1
71	cdsA	ECDH10B_0155	170079811	1	169781	170638	2
71	rseP	ECDH10B_0156	170079812	1	170650	172002	3
71	ecfK	ECDH10B_0157	170079813	1	172032	174464	4
71	skp	ECDH10B_0158	170079814	1	174586	175071	5
71	lpxD	ECDH10B_0159	170079815	1	175075	176100	6
71	fabZ	ECDH10B_0160	170079816	1	176205	176660	7
71	lpxA	ECDH10B_0161	170079817	1	176664	177452	8
71	lpxB	ECDH10B_0162	170079818	1	177452	178600	9
71	rnhB	ECDH10B_0163	170079819	1	178597	179193	10
71	dnaE	ECDH10B_0164	170079820	1	179230	182712	11
71	accA	ECDH10B_0165	170079821	1	182725	183684	12
72	ldcC	ECDH10B_0166	170079822	1	183783	185924	1
72	yaeR	ECDH10B_0167	170079823	1	185981	186370	2
73	tilS	ECDH10B_0168	170079824	1	186435	187733	1
74	yaeP	ECDH10B_0170	170079826	-1	188029	188229	1
74	rof	ECDH10B_0169	170079825	-1	187782	188036	2
75	yaeQ	ECDH10B_0171	170079827	1	188395	188940	1
75	yaeJ	ECDH10B_0172	170079828	1	188937	189359	2
75	nlpE	ECDH10B_0173	170079829	1	189373	190083	3
76	yaeF	ECDH10B_0174	170079830	-1	190283	191107	1
77	proS	ECDH10B_0175	170079831	-1	191161	192879	1
78	yaeB	ECDH10B_0176	170079832	-1	192991	193698	1
79	rcsF	ECDH10B_0177	170079833	-1	193695	194099	1
80	metN	ECDH10B_0180	170079836	-1	195718	196749	1
80	metI	ECDH10B_0179	170079835	-1	195072	195725	2
80	metQ	ECDH10B_0178	170079834	-1	194217	195032	3
81	gmhB	ECDH10B_0181	170079837	1	196937	197512	1
82	rrsH	ECDH10B_0182		1	197875	199416	1
83	ileV	ECDH10B_0183		1	199485	199561	1
83	alaV	ECDH10B_0184		1	199604	199679	2
84	rrlH	ECDH10B_0185		1	199863	202766	1
85	rrfH	ECDH10B_0186		1	202860	202979	1
85	aspU	ECDH10B_0187		1	203032	203108	2
86	dkgB	ECDH10B_0188	170079838	1	203271	204074	1
87	yafC	ECDH10B_0189	170079839	-1	204071	204985	1
88	yafD	ECDH10B_0190	170079840	1	205226	206026	1
88	yafE	ECDH10B_0191	170079841	1	206030	206653	2
89	gloB	ECDH10B_0193	170079843	-1	208131	208886	1
89	mltD	ECDH10B_0192	170079842	-1	206701	208059	2
90	yafS	ECDH10B_0194	170079844	1	208920	209642	1
91	rnhA	ECDH10B_0195	170079845	-1	209639	210106	1
92	dnaQ	ECDH10B_0196	170079846	1	210171	210902	1
93	aspV	ECDH10B_0197		1	211035	211111	1
94	yafT	ECDH10B_0198	170079847	1	211439	212224	1
95	yafV	ECDH10B_0201	170079848	-1	213523	214293	1
96	ivy	ECDH10B_0202	170079849	1	214447	214920	1
97	fadE	ECDH10B_0203	170079850	-1	214963	217407	1
98	gmhA	ECDH10B_0204	170079851	1	217647	218225	1
99	yafJ	ECDH10B_0205	170079852	1	218431	219198	1
100	yafK	ECDH10B_0206	170079853	-1	219169	219909	1
101	dinJ	ECDH10B_0208	170079855	-1	220346	220606	1
101	yafQ	ECDH10B_0207	170079854	-1	220065	220343	2
102	yafL	ECDH10B_0209	170079856	1	220816	221565	1
103	yafM	ECDH10B_0210	170079857	1	221741	222238	1
104	dinB	ECDH10B_0213	170079858	1	225002	226057	1
104	yafN	ECDH10B_0214	170079859	1	226109	226402	2
104	yafO	ECDH10B_0215	170079860	1	226405	226803	3
104	yafP	ECDH10B_0216	170079861	1	226813	227265	4
105	pepD	ECDH10B_0219	170079862	-1	228363	229820	1
106	gpt	ECDH10B_0220	170079863	1	230081	230539	1
107	frsA	ECDH10B_0221	170079864	1	230631	231875	1
107	crl	ECDH10B_0222	170079865	1	231933	232334	2
108	phoE	ECDH10B_0223	170079866	-1	232373	233428	1
109	proB	ECDH10B_0224	170079867	1	233716	234819	1
109	proA	ECDH10B_0225	170079868	1	234831	236084	2
110	thrW	ECDH10B_0226		1	236199	236274	1
111	yafX	ECDH10B_0231	170079873	-1	238076	238534	1
111	ykfG	ECDH10B_0230	170079872	-1	237584	238060	2
111	ykfH	ECDH10B_0229	170079871	-1	237354	237575	3
111	yafW	ECDH10B_0228	170079870	-1	237018	237335	4
111	ykfI	ECDH10B_0227	170079869	-1	236656	236997	5
112	ykfF	ECDH10B_0232	170079874	-1	238632	238871	1
113	yafY	ECDH10B_0234	170079876	-1	239438	239881	1
113	ykfB	ECDH10B_0233	170079875	-1	238948	239415	2
114	yafZ	ECDH10B_0237	170079877	-1	240512	241333	1
115	ykfA	ECDH10B_0238	170079878	-1	241425	242288	1
116	perR	ECDH10B_0239	170079879	-1	242617	243510	1
117	insN-1	ECDH10B_0240	170079880	1	243570	243974	1
117	insI-1	ECDH10B_0241	170079881	1	243931	245082	2
117	insO-1	ECDH10B_0243	170079882	1	245158	245583	3
118	insH-1	ECDH10B_0245	170079883	-1	247429	248445	1
119	mmuP	ECDH10B_0246	170079884	1	248653	250056	1
119	mmuM	ECDH10B_0247	170079885	1	250043	250975	2
120	insA-2	ECDH10B_0251	170079889	-1	252928	253203	1
120	insB-2	ECDH10B_0250	170079888	-1	252506	253009	2
120	afuB	ECDH10B_0249	170079887	-1	252142	252504	3
120	fbpC	ECDH10B_0248	170079886	-1	251084	252130	4
121	yagB	ECDH10B_0253	170079891	-1	253713	254063	1
121	ykgN	ECDH10B_0252	170079890	-1	253352	253690	2
122	yagA	ECDH10B_0254	170079892	-1	254157	255311	1
123	yagE	ECDH10B_0255	170079893	1	255585	256514	1
123	yagF	ECDH10B_0256	170079894	1	256529	258496	2
124	yagG	ECDH10B_0257	170079895	1	258723	260105	1
124	yagH	ECDH10B_0258	170079896	1	260117	261727	2
125	argF	ECDH10B_0261	170079897	-1	264075	265079	1
126	insA-3	ECDH10B_0263	170079899	-1	265845	266120	1
126	insB-3	ECDH10B_0262	170079898	-1	265423	265926	2
127	yagJ	ECDH10B_0264	170079900	1	266274	267005	1
128	yagK	ECDH10B_0265	170079901	-1	267096	267722	1
129	yagM	ECDH10B_0267	170079903	-1	268719	269573	1
129	yagL	ECDH10B_0266	170079902	-1	267994	268692	2
130	yagN	ECDH10B_0268	170079904	-1	269913	270353	1
131	intF	ECDH10B_0269	170079905	-1	270470	271870	1
132	yagT	ECDH10B_0274	170079910	-1	276658	277347	1
132	yagS	ECDH10B_0273	170079909	-1	275705	276661	2
132	yagR	ECDH10B_0272	170079908	-1	273510	275708	3
132	yagQ	ECDH10B_0271	170079907	-1	272544	273500	4
132	yagP	ECDH10B_0270	170079906	-1	272155	272565	5
133	yagU	ECDH10B_0275	170079911	1	277765	278379	1
134	ykgJ	ECDH10B_0276	170079912	-1	278627	278956	1
135	matB	ECDH10B_0281	170079917	-1	284858	285445	1
135	matC	ECDH10B_0280	170079916	-1	284132	284800	2
135	yagX	ECDH10B_0279	170079915	-1	281581	284106	3
135	yagW	ECDH10B_0278	170079914	-1	279948	281591	4
135	yagV	ECDH10B_0277	170079913	-1	279269	279979	5
136	matA	ECDH10B_0282	170079918	-1	285520	286110	1
137	ykgL	ECDH10B_0283	170079919	1	286886	287113	1
138	rpmE2	ECDH10B_0285	170079921	-1	287288	287551	1
138	rpmJ	ECDH10B_0284	170079920	-1	287148	287288	2
139	eaeH	ECDH10B_0286	170079922	1	289131	290018	1
140	insE-1	ECDH10B_0287	170079923	1	290056	290364	1
140	insF-1	ECDH10B_0288	170079924	1	290361	291227	2
141	ykgA	ECDH10B_0289	170079925	-1	291224	291910	1
142	ykgI	ECDH10B_0291	170079927	-1	293105	293341	1
142	ykgB	ECDH10B_0290	170079926	-1	292500	293093	2
143	ykgC	ECDH10B_0292	170079928	-1	293450	294775	1
144	ykgD	ECDH10B_0293	170079929	1	295001	295855	1
145	ykgE	ECDH10B_0294	170079930	1	296382	297101	1
145	ykgF	ECDH10B_0295	170079931	1	297112	298539	2
145	ykgG	ECDH10B_0296	170079932	1	298532	299227	3
146	ykgH	ECDH10B_0297	170079933	-1	299470	300138	1
147	betI	ECDH10B_0300	170079936	-1	303521	304108	1
147	betB	ECDH10B_0299	170079935	-1	302035	303507	2
147	betA	ECDH10B_0298	170079934	-1	300351	302021	3
148	betT	ECDH10B_0301	170079937	1	304237	306270	1
149	yahA	ECDH10B_0302	170079938	1	307145	308233	1
150	yahB	ECDH10B_0303	170079939	-1	308275	309207	1
151	yahC	ECDH10B_0304	170079940	-1	309299	309796	1
152	yahD	ECDH10B_0305	170079941	1	310054	310659	1
152	yahE	ECDH10B_0306	170079942	1	310699	311562	2
152	yahF	ECDH10B_0307	170079943	1	311552	313099	3
153	mhpT	ECDH10B_0308	170079944	1	314014	315225	1
154	yaiL	ECDH10B_0309	170079945	1	315327	315866	1
155	frmR	ECDH10B_0312	170079948	-1	318161	318436	1
155	frmA	ECDH10B_0311	170079947	-1	317017	318126	2
155	frmB	ECDH10B_0310	170079946	-1	316090	316923	3
156	yaiO	ECDH10B_0313	170079949	-1	318624	319397	1
157	insC-1	ECDH10B_0316	170079950	1	319861	320271	1
157	insD-1	ECDH10B_0317	170079951	1	320229	321134	2
158	yaiP	ECDH10B_0319	170079952	-1	321294	322490	1
159	yaiS	ECDH10B_0320	170079953	-1	322614	323171	1
160	tauA	ECDH10B_0321	170079954	1	323787	324749	1
160	tauB	ECDH10B_0322	170079955	1	324762	325529	2
160	tauC	ECDH10B_0323	170079956	1	325526	326353	3
160	tauD	ECDH10B_0324	170079957	1	326350	327201	4
161	hemB	ECDH10B_0325	170079958	-1	327308	328282	1
162	ykiB	ECDH10B_0326	170079959	-1	328452	328721	1
163	insE-2	ECDH10B_0330	170079961	-1	331157	331465	1
163	insF-2	ECDH10B_0329	170079960	-1	330294	331160	2
164	yaiV	ECDH10B_0332	170079962	1	333016	333684	1
165	ampH	ECDH10B_0333	170079963	-1	333685	334842	1
166	sbmA	ECDH10B_0334	170079964	1	335194	336414	1
166	yaiW	ECDH10B_0335	170079965	1	336427	337521	2
167	yaiY	ECDH10B_0336	170079966	-1	337580	337888	1
168	yaiZ	ECDH10B_0337	170079967	1	338148	338360	1
169	ddl	ECDH10B_0338	170079968	-1	338384	339478	1
170	iraP	ECDH10B_0339	170079969	1	339941	340201	1
171	phoA	ECDH10B_0340	170079970	1	340302	341717	1
172	psiF	ECDH10B_0341	170079971	1	341836	342156	1
173	adrA	ECDH10B_0342	170079972	1	342258	343373	1
174	proC	ECDH10B_0343	170079973	-1	343390	344199	1
175	yaiI	ECDH10B_0344	170079974	1	344319	344777	1
176	aroL	ECDH10B_0345	170079975	1	344960	345484	1
176	yaiA	ECDH10B_0346	170079976	1	345534	345725	2
177	aroM	ECDH10B_0347	170079977	1	345983	346660	1
178	yaiE	ECDH10B_0348	170079978	1	346732	347016	1
179	ykiA	ECDH10B_0349	170079979	1	347224	347505	1
180	rdgC	ECDH10B_0350	170079980	-1	347663	348574	1
181	mak	ECDH10B_0351	170079981	1	348699	349607	1
182	araJ	ECDH10B_0352	170079982	-1	349852	351036	1
183	sbcD	ECDH10B_0354	170079984	-1	354305	355507	1
183	sbcC	ECDH10B_0353	170079983	-1	351162	354308	2
184	phoB	ECDH10B_0355	170079985	1	355697	356386	1
184	phoR	ECDH10B_0356	170079986	1	356444	357739	2
185	brnQ	ECDH10B_0357	170079987	1	358146	359465	1
186	proY	ECDH10B_0358	170079988	1	359541	360914	1
187	malZ	ECDH10B_0359	170079989	1	361070	362887	1
188	acpH	ECDH10B_0360	170079990	-1	362892	363473	1
189	queA	ECDH10B_0361	170079991	1	363566	364636	1
189	tgt	ECDH10B_0362	170079992	1	364692	365819	2
189	yajC	ECDH10B_0363	170079993	1	365842	366174	3
189	secD	ECDH10B_0364	170079994	1	366202	368049	4
189	secF	ECDH10B_0365	170079995	1	368060	369031	5
190	yajD	ECDH10B_0366	170079996	1	369160	369507	1
191	tsx	ECDH10B_0367	170079997	-1	369684	370568	1
192	yajI	ECDH10B_0368	170079998	-1	370867	371406	1
193	nrdR	ECDH10B_0369	170079999	1	371557	372006	1
193	ribD	ECDH10B_0370	170080000	1	372010	373113	2
193	ribH	ECDH10B_0371	170080001	1	373202	373672	3
193	nusB	ECDH10B_0372	170080002	1	373692	374111	4
193	thiL	ECDH10B_0373	170080003	1	374189	375166	5
193	pgpA	ECDH10B_0374	170080004	1	375144	375662	6
194	yajO	ECDH10B_0375	170080005	-1	375716	376690	1
195	xseB	ECDH10B_0378	170080008	-1	379656	379898	1
195	ispA	ECDH10B_0377	170080007	-1	378757	379656	2
195	dxs	ECDH10B_0376	170080006	-1	376870	378732	3
196	thiI	ECDH10B_0379	170080009	1	380104	381552	1
197	panE	ECDH10B_0381	170080011	-1	382159	383070	1
197	yajL	ECDH10B_0380	170080010	-1	381606	382196	2
198	yajQ	ECDH10B_0382	170080012	1	383238	383729	1
199	yajR	ECDH10B_0383	170080013	-1	383857	385221	1
200	cyoA	ECDH10B_0388	170080018	-1	389218	390165	1
200	cyoB	ECDH10B_0387	170080017	-1	387205	389196	2
200	cyoC	ECDH10B_0386	170080016	-1	386601	387215	3
200	cyoD	ECDH10B_0385	170080015	-1	386272	386601	4
200	cyoE	ECDH10B_0384	170080014	-1	385370	386260	5
201	yajG	ECDH10B_0390	170080020	-1	392144	392722	1
201	ampG	ECDH10B_0389	170080019	-1	390625	392100	2
202	bolA	ECDH10B_0391	170080021	1	393027	393344	1
203	tig	ECDH10B_0392	170080022	1	393688	394986	1
203	clpP	ECDH10B_0393	170080023	1	395232	395855	2
203	clpX	ECDH10B_0394	170080024	1	395981	397255	3
203	lon	ECDH10B_0395	170080025	1	397443	399797	4
204	hupB	ECDH10B_0396	170080026	1	400006	400278	1
205	ppiD	ECDH10B_0397	170080027	1	400470	402341	1
206	ybaV	ECDH10B_0398	170080028	1	402492	402863	1
207	ybaW	ECDH10B_0399	170080029	1	402957	403355	1
208	queC	ECDH10B_0400	170080030	-1	403407	404102	1
209	ybaE	ECDH10B_0401	170080031	-1	404167	405867	1
210	cof	ECDH10B_0402	170080032	1	405967	406785	1
211	ybaO	ECDH10B_0403	170080033	1	406938	407396	1
211	mdlA	ECDH10B_0404	170080034	1	407426	409198	2
211	mdlB	ECDH10B_0405	170080035	1	409191	410972	3
212	glnK	ECDH10B_0406	170080036	1	411153	411491	1
212	amtB	ECDH10B_0407	170080037	1	411521	412807	2
213	tesB	ECDH10B_0408	170080038	-1	412856	413716	1
214	ybaY	ECDH10B_0409	170080039	1	413934	414506	1
215	ybaZ	ECDH10B_0410	170080040	-1	414537	414926	1
216	ybaA	ECDH10B_0412	170080041	1	415227	415580	1
217	ylaB	ECDH10B_0413	170080042	-1	415622	417172	1
218	ylaC	ECDH10B_0414	170080043	-1	417336	417806	1
219	maa	ECDH10B_0415	170080044	-1	417922	418473	1
220	ybaJ	ECDH10B_0417	170080046	-1	418889	419263	1
220	hha	ECDH10B_0416	170080045	-1	418645	418863	2
221	acrA	ECDH10B_0419	170080048	-1	422981	424174	1
221	acrB	ECDH10B_0418	170080047	-1	419809	422958	2
222	acrR	ECDH10B_0420	170080049	1	424316	424963	1
223	kefA	ECDH10B_0421	170080050	1	425091	428453	1
224	priC	ECDH10B_0423	170080052	-1	428840	429367	1
224	ybaM	ECDH10B_0422	170080051	-1	428665	428826	2
225	ybaN	ECDH10B_0424	170080053	1	429437	429814	1
226	apt	ECDH10B_0425	170080054	1	429967	430518	1
226	dnaX	ECDH10B_0426	170080055	1	430647	432578	2
226	ybaB	ECDH10B_0427	170080056	1	432631	432960	3
226	recR	ECDH10B_0428	170080057	1	432960	433565	4
226	htpG	ECDH10B_0429	170080058	1	433675	435549	5
227	adk	ECDH10B_0430	170080059	1	435730	436374	1
228	hemH	ECDH10B_0431	170080060	1	436610	437572	1
229	aes	ECDH10B_0432	170080061	-1	437569	438528	1
230	gsk	ECDH10B_0433	170080062	1	438680	439984	1
231	ybaL	ECDH10B_0434	170080063	-1	440117	441793	1
232	fsr	ECDH10B_0435	170080064	-1	442031	443251	1
233	ushA	ECDH10B_0436	170080065	1	443469	445121	1
234	ybaK	ECDH10B_0437	170080066	-1	445158	445637	1
235	ybaP	ECDH10B_0439	170080067	-1	445841	446635	1
236	ybaQ	ECDH10B_0440	170080068	1	446773	447114	1
237	copA	ECDH10B_0441	170080069	-1	447430	449934	1
238	ybaS	ECDH10B_0442	170080070	1	450196	451128	1
238	ybaT	ECDH10B_0443	170080071	1	451131	452423	2
239	cueR	ECDH10B_0444	170080072	1	452548	452955	1
240	qmcA	ECDH10B_0446	170080074	-1	453411	454328	1
240	ybbJ	ECDH10B_0445	170080073	-1	452956	453411	2
241	ybbL	ECDH10B_0447	170080075	1	454474	455151	1
241	ybbM	ECDH10B_0448	170080076	1	455138	455917	2
242	tesA	ECDH10B_0451	170080079	-1	457694	458320	1
242	ybbO	ECDH10B_0450	170080078	-1	456895	457704	2
242	ybbN	ECDH10B_0449	170080077	-1	455980	456834	3
243	ybbA	ECDH10B_0452	170080080	1	458288	458974	1
243	ybbP	ECDH10B_0453	170080081	1	458971	461385	2
244	rhsD	ECDH10B_0454	170080082	1	461816	466096	1
244	ybbC	ECDH10B_0455	170080083	1	466136	466504	2
244	ylbH	ECDH10B_0456	170080084	1	466504	467214	3
245	ylbG	ECDH10B_0458	170080085	-1	468200	468571	1
246	ybbB	ECDH10B_0459	170080086	-1	468687	469781	1
247	allS	ECDH10B_0460	170080087	-1	469850	470776	1
248	allA	ECDH10B_0461	170080088	1	471006	471488	1
248	allR	ECDH10B_0462	170080089	1	471566	472381	2
248	gcl	ECDH10B_0463	170080090	1	472471	474252	3
248	hyi	ECDH10B_0464	170080091	1	474265	475041	4
248	glxR	ECDH10B_0465	170080092	1	475141	476019	5
248	ybbV	ECDH10B_0466	170080093	1	476051	476329	6
249	ybbW	ECDH10B_0467	170080094	1	476188	477642	1
249	allB	ECDH10B_0468	170080095	1	477702	479063	2
249	ybbY	ECDH10B_0469	170080096	1	479120	480421	3
249	glxK	ECDH10B_0470	170080097	1	480443	481588	4
250	allD	ECDH10B_0473	170080100	-1	483869	484918	1
250	allC	ECDH10B_0472	170080099	-1	482612	483847	2
250	ylbA	ECDH10B_0471	170080098	-1	481816	482601	3
251	fdrA	ECDH10B_0474	170080101	1	485235	486902	1
252	ylbE	ECDH10B_0475	170080102	1	486912	488171	1
252	ylbF	ECDH10B_0476	170080103	1	488182	488997	2
252	ybcF	ECDH10B_0477	170080104	1	488994	489887	3
253	purE	ECDH10B_0479	170080106	-1	491146	491655	1
253	purK	ECDH10B_0478	170080105	-1	490082	491149	2
254	ppiB	ECDH10B_0481	170080108	-1	492498	492992	1
